,ORGANIZATION_ID,SERVICE_ID,LOCATION_ID,ADDRESS_ID,SERVICE_LOCATION_ID,AGENCY_ID,CONTRACT_ID,VERIFY_ID,FILE_SOURCE,AGENCY_NAME,AGES_SERVED,CONTRACT_NUMBER,CONTRACT_AMOUNT,CONTRACT_START,CONTRACT_END,FISCAL_YEAR,PROVIDER_NAME,EIN,PROGRAM_NAME,SOURCE_AGENCY_ID,bbl,bin,cd,council,latitude,longitude,nta,tract,SITE_CATCHMENT,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_BORO,SITE_BUDGET,SITE_CITY,SITE_NAME,SITE_PHONE,ALTERNATE_SITE_PHONE,SITE_STATE,SITE_COUNTRY,SITE_URL,SITE_ZIP,VERIFICATION_DATE,active,STATUS,NOTES,SITE_INTERSECTION_STREET_1,SITE_INTERSECTION_STREET_2,STREET_NUMBER,STREET_NAME,SUPPRESS_ADDRESS,SCHEDULE,GRADES_SERVED,POPULATION_SERVED
389,252,768,2579,2697,2857,125,445,574,DFTA,DFTA,,CT112520170002977,615141.0,2016-07-01,2018-10-31,FY2018,SUNSET PARK HEALTH COUNCIL INC,20-2508411,SENIOR CENTER,27K01,3060780010,3322532,310,43,40.6220924462,-74.0402442543,BK31,5201,,9000 SHORE ROAD,,Brooklyn,,BROOKLYN,SHORE HILL NEIGHBORHOOD SENIOR CENTER,7186807689.0,,NY,US,,11209,2018-03-02,1,,,,,9000,SHORE ROAD,0,,,
390,257,782,2602,2720,2885,125,446,575,DFTA,DFTA,,CT112520170001231,1542065.0,2016-07-01,2018-11-30,FY2018,KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,23-7348989,SENIOR CENTER,43R01,4053970006,4439629,407,19,40.7593899753,-73.8003346709,QN52,1185,,42-15 166 STREET,,Queens,,FLUSHING,KCS FLUSHING NEIGHBORHOOD SENIOR CENTER,7188868203.0,,NY,US,,11358,2018-03-02,1,,,,,42-15,166 STREET,0,,,
391,257,782,2603,2721,2886,125,447,576,DFTA,DFTA,,CT112520170001232,1077355.0,2016-07-01,2018-11-30,FY2018,KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,23-7348989,SENIOR CENTER,44K01,4017780027,4430244,403,21,40.7539411647,-73.8572636965,QN26,401,,37-06 111 STREET,,Queens,,CORONA,KCS CORONA NEIGHBORHOOD SENIOR CENTER,7186519220.0,,NY,US,,11368,2018-03-02,1,,,,,37-06,111 STREET,0,,,
392,269,796,2629,2747,2912,125,448,577,DFTA,DFTA,,CT112520170000215,1152535.0,2016-07-01,2018-11-30,FY2018,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,13-3975090,SENIOR CENTER,22U01,3056880036,3139989,312,44,40.6336797552,-74.0007025592,BK88,216,,5602 11 AVENUE,,Brooklyn,,BROOKLYN,BORO PARK NEIGHBORHOOD SENIOR CENTER,7188547430.0,,NY,US,,11219,2018-03-02,1,,,,,5602,11 AVENUE,0,,,
393,269,796,2630,2748,2913,125,449,578,DFTA,DFTA,,CT112520170000214,1122576.0,2016-07-01,2018-11-30,FY2018,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,13-3975090,SENIOR CENTER,23Q01,3064960039,3170160,314,40,40.6292673628,-73.9686859417,BK42,460,,817 AVENUE H,,Brooklyn,,BROOKLYN,BROOKDALE NEIGHBORHOOD SENIOR CENTER,7184348670.0,,NY,US,,11230,2018-03-02,1,,,,,817,AVENUE H,0,,,
394,269,796,2631,2749,2914,125,450,579,DFTA,DFTA,,CT112520170000251,798766.0,2016-07-01,2018-11-30,FY2018,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,13-3975090,SENIOR CENTER,30C01,1021800172,1064436,112,10,40.8530164798,-73.9353827461,MN35,271,,90 BENNETT AVENUE,,Manhattan,,NEW YORK,MORIAH OLDER ADULT LUNCHEON NEIGHBRHD SC,2129235715.0,,NY,US,,10033,2018-03-02,1,,,,,90,BENNETT AVENUE,0,,,
395,276,808,2652,2770,2939,125,451,580,DFTA,DFTA,,CT112520170001682,782188.0,2016-07-01,2018-11-30,FY2018,BRONX HOUSE INC,13-1739935,SENIOR CENTER,13J01,2043287501,2088568,211,13,40.8568036238,-73.8603542468,BX49,248,,990 PELHAM PARKWAY SOUTH,,Bronx,,BRONX,BRONX HOUSE WEINBERG NEIGHBORHOOD CENTER,7187921800.0,,NY,US,,10461,2018-03-02,1,,,,,990,PELHAM PARKWAY SOUTH,0,,,
396,309,870,2770,2891,3071,125,452,581,DFTA,DFTA,,CT112520171403154,1868764.0,2016-07-01,2018-10-31,FY2018,CENTRAL HARLEM SENIOR CITIZENS' CENTERS INC,13-2754783,SENIOR CENTER,35C01,1017300016,1083984,110,9,40.8127017024,-73.9396449705,MN03,212,,34 WEST 134 STREET,,Manhattan,,NEW YORK,CENTRAL HARLEM KENNEDY SR CTR,2129264465.0,,NY,US,,10037,2018-03-02,1,,,,,34,WEST 134 STREET,0,,,
397,309,870,2771,2892,3072,125,452,582,DFTA,DFTA,,CT112520171403154,1868764.0,2016-07-01,2018-10-31,FY2018,CENTRAL HARLEM SENIOR CITIZENS' CENTERS INC,13-2754783,SENIOR CENTER,35C03,1017300016,1083984,110,9,40.8127017024,-73.9396449705,MN03,212,,34 WEST 134 STREET,,Manhattan,,NEW YORK,BEATRICE LEWIS,2122899155.0,,NY,US,,10037,2018-03-02,1,,,,,34,WEST 134 STREET,0,,,
398,309,871,2772,2893,3073,125,453,583,DFTA,DFTA,,CT112520171403154,1868764.0,2016-07-01,2018-10-31,FY2018,CENTRAL HARLEM SENIOR CITIZENS' CENTERS INC,13-2754783,SENIOR CENTER AFFILIATED SITE,35C02,1019330050,1081515,110,9,40.8129766471,-73.9461401306,MN03,224,,210 WEST 131 STREET,,Manhattan,,NEW YORK,SAINT NICHOLAS SOCIAL CLUB,6466784451.0,,NY,US,,10001,2018-03-02,1,,,,,210,WEST 131 STREET,0,,,
399,311,874,2775,2896,3076,125,454,584,DFTA,DFTA,,CT112520131409534,,,,FY2018,SUNSET BAY COMMUNITY SERVICES INC,11-2439925,SENIOR CENTER,27L01,3007460039,3324372,307,38,40.6491105202,-74.0098453117,BK32,80,,4520 4 AVENUE,,Brooklyn,,BROOKLYN,SUNSET PARK NEIGHBORHOOD SENIOR CENTER,7182101050.0,,NY,US,,11220,2018-03-02,1,,,,,4520,4 AVENUE,0,,,
400,355,959,2890,3014,3220,125,455,585,DFTA,DFTA,,CT112520170000722,857733.0,2016-07-01,2018-11-30,FY2018,EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST INC,11-1633484,SENIOR CENTER,25N01,3062640030,3162352,311,44,40.6063685749,-73.9892354331,BK28,270,,7802 BAY PARKWAY,,Brooklyn,,BROOKLYN,BENSONHURST NEIGHBORHOOD SENIOR CENTER,7183316800.0,,NY,US,,11214,2018-03-02,1,,,,,7802,BAY PARKWAY,0,,,
401,362,968,2901,3025,3231,125,456,586,DFTA,DFTA,,CT112520171401131,776407.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,26501,3087190073,3245719,315,48,40.5780253562,-73.9541269083,BK19,61004,,161 CORBIN PLACE,,Brooklyn,,BROOKLYN,WILLOUGHBY NEIGHBORHOOD SENIOR CTR,7186461444.0,,NY,US,,11235,2018-03-02,1,,,,,161,CORBIN PLACE,0,,,
402,362,968,2902,3026,3232,125,457,587,DFTA,DFTA,,CT112520171401236,1315346.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25P01,3012300044,3031082,308,36,40.6738801134,-73.9389738849,BK61,343,,196 ALBANY AVENUE,,Brooklyn,,BROOKLYN,ALBANY NEIGHBORHOOD SENIOR CENTER,7187732600.0,,NY,US,,11213,2018-03-02,1,,,,,196,ALBANY AVENUE,0,,,
403,362,968,2903,3027,3233,125,458,588,DFTA,DFTA,,CT112520171401221,1155389.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25Q01,3047950016,3106612,309,41,40.662288886,-73.9389160053,BK60,87401,,720 EAST NEW YORK AVENUE,,Brooklyn,,BROOKLYN,BLENMAN NEIGHBORHOOD SENIOR CENTER,7187737400.0,,NY,US,,11203,2018-03-02,1,,,,,720,EAST NEW YORK AVENUE,0,,,
404,362,968,2904,3028,3234,125,459,589,DFTA,DFTA,,CT112520171401240,3040773.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25R01,3020140026,3057638,302,35,40.6824867138,-73.9621782528,BK69,201,,966 FULTON STREET,,Brooklyn,,BROOKLYN,GRACE AGARD HAREWOOD NEIGHBORHOOD SENIOR,7186386910.0,,NY,US,,11238,2018-03-02,1,,,,,966,FULTON STREET,0,,,
405,362,968,2905,3029,3235,125,460,590,DFTA,DFTA,,CT112520171401222,737596.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25S01,3012120006,3030302,308,36,40.6769085592,-73.9526672836,BK61,315,,19 GRANT SQUARE,,Brooklyn,,BROOKLYN,GRANT SQUARE NEIGHBORHOOD SENIOR CENTER,7183633133.0,,NY,US,,11216,2018-03-02,1,,,,,19,GRANT SQUARE,0,,,
406,362,968,2906,3030,3236,125,461,591,DFTA,DFTA,,CT112520171401238,1039232.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25T01,3052060062,3120264,314,40,40.6388902445,-73.9588772559,BK42,51601,,961 OCEAN AVENUE,,Brooklyn,,BROOKLYN,HAZEL BROOKS NEIGHBORHOOD SENIOR CENTER,3474353287.0,,NY,US,,11226,2018-03-02,1,,,,,961,OCEAN AVENUE,0,,,
407,362,968,2907,3031,3237,125,462,592,DFTA,DFTA,,CT112520171401237,676710.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25U01,3015950024,3341752,303,36,40.6947245911,-73.9351899669,BK35,287,,400 HART STREET,,Brooklyn,,BROOKLYN,MARIA LAWTON NEIGHBORHOOD SENIOR CENTER,7184527474.0,,NY,US,,11206,2018-03-02,1,,,,,400,HART STREET,0,,,
408,362,968,2908,3032,3238,125,463,593,DFTA,DFTA,,CT112520171401114,691326.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25V01,3013440175,3035751,308,41,40.6752414507,-73.9249307191,BK61,307,,447 KINGSBOROUGH 4TH WALK,,Brooklyn,,BROOKLYN,HUGH GILROY NEIGHBORHOOD SENIOR CENTER,7187568400.0,,NY,US,,11233,2018-03-02,1,,,,,447,KINGSBOROUGH 4TH WALK,0,,,
409,362,968,2909,3033,3239,125,464,594,DFTA,DFTA,,CT112520171401231,1758391.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25X01,3049500001,3111409,317,45,40.6434273966,-73.9456968448,BK91,830,,3304 CLARENDON ROAD,,Brooklyn,,BROOKLYN,REMSEN NEIGHBORHOOD SENIOR CENTER,7182821259.0,,NY,US,,11203,2018-03-02,1,,,,,3304,CLARENDON ROAD,0,,,
410,362,968,2910,3034,3240,125,465,595,DFTA,DFTA,,CT112520171401118,893427.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25Y01,3016450001,3045125,303,36,40.686471126,-73.9352953432,BK35,293,,562-574 MADISON STREET,,Brooklyn,,BROOKLYN,STUYVESANT HEIGHTS NEIGHBORHOOD SC,7182300824.0,,NY,US,,11221,2018-03-02,1,,,,,562-574,MADISON STREET,0,,,
411,362,968,2911,3035,3241,125,466,596,DFTA,DFTA,,CT112520171401130,762197.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER,25Z01,3044880001,3326995,305,42,40.669208039,-73.8645140241,BK82,1214,,2702 LINDEN BOULEVARD,,Brooklyn,,BROOKLYN,TERESA MOORE NEIGHBORHOOD SENIOR CENTER,3476637770.0,,NY,US,,11208,2018-03-02,1,,,,,2702,LINDEN BOULEVARD,0,,,
412,362,969,2912,3036,3242,125,467,597,DFTA,DFTA,,CT112520171401240,3040773.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER AFFILIATED SITE,25R02,3034960013,3080727,316,41,40.6706531957,-73.9145754965,BK81,902,,1440 EAST NEW YORK AVENUE,,Brooklyn,,BROOKLYN,MARCUS GARVEY SOCIAL CLUB,7183467167.0,,NY,US,,11212,2018-03-02,1,,,,,1440,EAST NEW YORK AVENUE,0,,,
413,362,969,2913,3037,3243,125,467,598,DFTA,DFTA,,CT112520171401240,3040773.0,2016-07-01,2018-11-30,FY2018,FORT GREENE COUNCIL INC,11-2300840,SENIOR CENTER AFFILIATED SITE,25R03,3037270001,3327015,316,41,40.6692048209,-73.9051724575,BK81,908,,137 BELMONT AVENUE,,Brooklyn,,BROOKLYN,SETH LOW SOCIAL CLUB,7184854991.0,,NY,US,,11212,2018-03-02,1,,,,,137,BELMONT AVENUE,0,,,
414,365,974,2918,3042,3248,125,468,599,DFTA,DFTA,,CT112520170001057,1009403.0,2016-07-01,2018-11-30,FY2018,RIVERSTONE SENIOR LIFE SERVICES INC,13-3355074,SENIOR CENTER,34V01,1021360235,1063346,112,7,40.8385095928,-73.9437378592,MN36,247,,99 FORT WASHINGTON AVENUE,,Manhattan,,NEW YORK,RIVERSTONE SENIOR LIFE NEIGHBORHOOD SC,2129275600.0,,NY,US,,10032,2018-03-02,1,,,,,99,FORT WASHINGTON AVENUE,0,,,
415,388,1046,3053,3207,3511,125,469,600,DFTA,DFTA,,CT112520170002749,1003978.0,2016-07-01,2018-11-30,FY2018,GREENWICH HOUSE INC,13-5562204,SENIOR CENTER,33U01,1005510008,1008851,102,1,40.7317806288,-73.9977052026,MN23,63,,20 WASHINGTON SQUARE NORTH,,Manhattan,,NEW YORK,CENTER ON THE SQUARE NEIGHBORHOOD SR CTR,2127773555.0,,NY,US,,10011,2018-03-02,1,,,,,20,WASHINGTON SQUARE NORTH,0,,,
416,388,1046,3054,3208,3512,125,470,601,DFTA,DFTA,,CT112520170002748,336613.0,2016-07-01,2018-11-30,FY2018,GREENWICH HOUSE INC,13-5562204,SENIOR CENTER,33X01,1001420025,1083243,101,1,40.7176034856,-74.0106670953,MN24,39,,310 GREENWICH STREET,,Manhattan,,NEW YORK,INDEPENDENCE PLAZA NEIGHBORHOOD SR CTR,2122670499.0,,NY,US,,10013,2018-03-02,1,,,,,310,GREENWICH STREET,0,,,
417,388,1046,3055,3209,3513,125,471,602,DFTA,DFTA,,CT112520170002747,777799.0,2016-07-01,2018-11-30,FY2018,GREENWICH HOUSE INC,13-5562204,SENIOR CENTER,33Y01,1005900056,1010159,102,3,40.732502481,-74.0030778041,MN23,67,,27 BARROW STREET,,Manhattan,,NEW YORK,JUDITH C WHITE NEIGHBORHOOD SENIOR CTR,2122424140.0,,NY,US,,10014,2018-03-02,1,,,,,27,BARROW STREET,0,,,
418,388,1046,3056,3210,3514,125,472,603,DFTA,DFTA,,CT112520170002746,772599.0,2016-07-01,2018-11-30,FY2018,GREENWICH HOUSE INC,13-5562204,SENIOR CENTER,33Z01,1005860020,1009904,102,3,40.7301776768,-74.0029550218,MN23,67,,25 CARMINE STREET,,Manhattan,,NEW YORK,OUR LADY OF POMPEII SR. CTR,2129893620.0,,NY,US,,10014,2018-03-02,1,,,,,25,CARMINE STREET,0,,,
419,428,1190,3244,3437,3795,125,473,604,DFTA,DFTA,,CT112520180003109,2323146.0,2017-07-01,2020-06-30,FY2018,RICHMOND HOME NEED SERVICES INC,13-2688124,HOME CARE,5H601,5044720001,5107641,503,51,40.5643884909,-74.1318794054,SI54,14606,,3155 AMBOY ROAD,,Staten Island,,STATEN ISLAND,RICHMOND HOME NEEDS,7183131381.0,,NY,US,,10306,2018-03-02,1,,,,,3155,AMBOY ROAD,0,,,
420,436,1226,3325,3540,3928,125,474,605,DFTA,DFTA,,CT112520171400241,1956659.0,2016-07-01,2018-11-30,FY2018,ENCORE COMMUNITY SERVICES,13-3104293,SENIOR CENTER,33L01,1010210009,1024789,105,3,40.7611430405,-73.9853118757,MN17,125,,239 WEST 49 STREET,,Manhattan,,NEW YORK,ENCORE NEIGHBORHOOD SENIOR CENTER,2125812910.0,,NY,US,,10019,2018-03-02,1,,,,,239,WEST 49 STREET,0,,,
421,436,1227,3326,3541,3929,125,475,606,DFTA,DFTA,,CT112520181400577,2241234.0,2017-07-01,2018-06-30,FY2018,ENCORE COMMUNITY SERVICES,13-3104293,HOME DELIVERED MEALS,36G01,1010200049,1024781,105,3,40.7609865482,-73.9849870323,MN17,125,,220 WEST 49 STREET,,Manhattan,,NEW YORK,ENCORE HOME DELIVERED MEALS,2125812910.0,,NY,US,,10019,2018-03-02,1,,,,,220,WEST 49 STREET,0,,,
422,437,1229,3332,3547,3935,125,476,607,DFTA,DFTA,,CT112520170001053,1692858.0,2016-07-01,2018-11-30,FY2018,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,13-2926433,SENIOR CENTER,36B01,1018610010,1055957,107,7,40.7999188616,-73.9644592438,MN09,193,,135 WEST 106 STREET,,Manhattan,,NEW YORK,THE CENTER AT THE RED OAK NEIGHBR SR CTR,2127497015.0,,NY,US,,10025,2018-03-02,1,,,,,135,WEST 106 STREET,0,,,
423,437,1230,3333,3548,3936,125,477,608,DFTA,DFTA,,CT112520170001053,1692858.0,2016-07-01,2018-11-30,FY2018,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,13-2926433,SENIOR CENTER AFFILIATED SITE,36B02,1018360001,1081301,107,7,40.7977613456,-73.9639439156,MN12,189,,885 COLUMBUS AVENUE,,Manhattan,,NEW YORK,DOUGLASS SOCIAL CLUB,2126664019.0,,NY,US,,10025,2018-03-02,1,,,,,885,COLUMBUS AVENUE,0,,,
424,445,1246,3355,3571,3962,125,478,609,DFTA,DFTA,,CT112520171410037,793617.0,2016-07-01,2019-06-30,FY2018,SERVICE PROGRAM FOR OLDER PEOPLE INC,13-2947616,GERIATRIC MENTAL HEALTH,3G101,1012510022,1034085,107,6,40.7921706855,-73.9757960953,MN12,179,,302 WEST 91 STREET,,Manhattan,,NEW YORK,SPOP MENTAL HEALTH,2127877120.0,,NY,US,,10024,2018-03-02,1,,,,,302,WEST 91 STREET,0,,,
425,453,1271,3399,3627,4032,125,479,610,DFTA,DFTA,,CT112520170000618,2483009.0,2016-07-01,2018-11-30,FY2018,HAMILTON-MADISON HOUSE INC,13-5562412,SENIOR CENTER,34701,1000940025,1001289,101,1,40.7103522507,-74.0040073905,MN25,1501,,100 GOLD STREET,,Manhattan,,NEW YORK,CITY HALL NEIGHBORHOOD SENIOR CENTER,2127885580.0,,NY,US,,10038,2018-03-02,1,,,,,100,GOLD STREET,0,,,
426,453,1272,3400,3628,4033,125,480,611,DFTA,DFTA,,CT112520180003213,399830.0,2017-07-01,2018-06-30,FY2018,HAMILTON-MADISON HOUSE INC,13-5562412,CAREGIVER,6K101,1000940025,1001289,101,1,40.7103522507,-74.0040073905,MN25,1501,,100 GOLD STREET,,Manhattan,,NEW YORK,HMH CAREGIVER SERVICES MANHATTAN,2127885580.0,,NY,US,,10038,2018-03-02,1,,,,,100,GOLD STREET,0,,,
427,453,1273,3401,3629,4034,125,481,612,DFTA,DFTA,,CT112520180003211,772344.0,2017-07-01,2020-06-30,FY2018,HAMILTON-MADISON HOUSE INC,13-5562412,NORC SITES,N3001,1002530001,1077591,103,1,40.7115434263,-73.994722847,MN27,8,,36 MONROE STREET,,Manhattan,,NEW YORK,HAMILTON MADISON KNICKERBOCKER NORC,2123490616.0,,NY,US,,10002,2018-03-02,1,,,,,36,MONROE STREET,0,,,
428,453,1273,3402,3630,4035,125,482,613,DFTA,DFTA,,CT112520180003212,793872.0,2017-07-01,2020-06-30,FY2018,HAMILTON-MADISON HOUSE INC,13-5562412,NORC SITES,N3C01,1001110100,1077420,103,1,40.7119579858,-73.9978249193,MN27,25,,50 MADISON STREET,,Manhattan,,NEW YORK,HAMILTON MADISON ALFRED SMITH HOUSESNORC,2123493724.0,,NY,US,,10038,2018-03-02,1,,,,,50,MADISON STREET,0,,,
429,459,1295,3438,3669,4075,125,483,614,DFTA,DFTA,,CT112520170001007,610457.0,2016-07-01,2018-11-30,FY2018,BOWERY RESIDENTS' COMMITTEE INC,13-2736659,SENIOR CENTER,30Q01,1004200001,1079081,103,1,40.7197912937,-73.9922690783,MN27,18,,30 DELANCEY STREET,,Manhattan,,NEW YORK,BRC NEIGHBORHOOD SENIOR CENTER,2125332020.0,,NY,US,,10002,2018-03-02,1,,,,,30,DELANCEY STREET,0,,,
430,460,1298,3441,3672,4078,125,484,615,DFTA,DFTA,,CT112520170000482,,,,FY2018,LENOX HILL NEIGHBORHOOD HOUSE INC,13-1628180,TRANSPORTATION ONLY,34501,1014450014,1044838,108,5,40.7669249642,-73.9579498327,MN31,126,,331 EAST 70 STREET,,Manhattan,,NEW YORK,LENOX HILL TRANSPORTATION PROGRAM,2122180316.0,,NY,US,,10021,2018-03-02,1,,,,,331,EAST 70 STREET,0,,,
431,460,1299,3442,3673,4079,125,485,616,DFTA,DFTA,,CT112520160001141,2199348.0,2015-07-01,2018-12-31,FY2018,LENOX HILL NEIGHBORHOOD HOUSE INC,13-1628180,SENIOR CENTER,33K01,1014450023,1044841,108,5,40.7666859662,-73.9573904238,MN31,126,,343 EAST 70 STREET,,Manhattan,,NEW YORK,LENOX HILL INNOVATIVE SENIOR CENTER,2127445905.0,,NY,US,,10021,2018-03-02,1,,,,,343,EAST 70 STREET,0,,,
432,460,1299,3443,3674,4080,125,486,617,DFTA,DFTA,,CT112520170000634,884087.0,2016-07-01,2018-11-30,FY2018,LENOX HILL NEIGHBORHOOD HOUSE INC,13-1628180,SENIOR CENTER,34M01,1013087501,1036474,106,4,40.75869744,-73.9707439474,MN19,100,,619 LEXINGTON AVENUE,,Manhattan,,NEW YORK,LENOX HILL NEIGHBORHOOD SENIOR CENTER,2123081959.0,,NY,US,,10022,2018-03-02,1,,,,,619,LEXINGTON AVENUE,0,,,
433,460,1300,3444,3675,4081,125,487,618,DFTA,DFTA,,CT112520170000526,3981000.0,2016-07-01,2019-06-30,FY2018,LENOX HILL NEIGHBORHOOD HOUSE INC,13-1628180,CASE MANAGEMENT ONLY,3MA01,1014450014,1044838,108,5,40.7669249642,-73.9579498327,MN31,126,,331 EAST 70 STREET,,Manhattan,,NEW YORK,LENOX HILL CASE MANAGEMENT MN-3,2122180506.0,,NY,US,,10021,2018-03-02,1,,,,,331,EAST 70 STREET,0,,,
434,480,1342,3484,3719,4146,125,488,619,DFTA,DFTA,,CT112520171402243,1664719.0,2016-07-01,2018-11-30,FY2018,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,13-2735378,SENIOR CENTER,36201,1003360005,1088884,103,1,40.7156594309,-73.9829771544,MN28,12,,15 BIALYSTOKER PLACE,,Manhattan,,NEW YORK,UJC ADULT LUNCHEON CLUB NEIGHBORHOOD SC,2126739328.0,,NY,US,,10002,2018-03-02,1,,,,,15,BIALYSTOKER PLACE,0,,,
435,480,1342,3485,3720,4147,125,489,620,DFTA,DFTA,,CT112520171402243,1426261.0,2016-07-01,2018-11-30,FY2018,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,13-2735378,SENIOR CENTER,36202,1003560001,1078045,103,2,40.7204619872,-73.9783690744,MN28,20,,12 AVENUE D,,Manhattan,,NEW YORK,UJC LILLIAN WALD HOUSES SENIOR CENTER,2126739328.0,,NY,US,,10009,2018-03-02,1,,,,,12,AVENUE D,0,,,
436,480,1343,3486,3721,4148,125,490,621,DFTA,DFTA,,CT112520171402243,1426261.0,2016-07-01,2018-11-30,FY2018,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,13-2735378,SENIOR CENTER AFFILIATED SITE,36203,1002860033,1003732,103,1,40.7143588823,-73.9865089637,MN28,201,,235 EAST BROADWAY,,Manhattan,,NEW YORK,EXTENDED SERVICES,2126739328.0,,NY,US,,10002,2018-03-02,1,,,,,235,EAST BROADWAY,0,,,
437,580,1579,4206,4541,5043,125,491,622,DFTA,DFTA,,CT112520171400756,979634.0,2016-07-01,2018-11-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,SENIOR CENTER,440,4120390044,4261337,412,28,40.6745219193,-73.7957254908,QN76,182,,123-10 143 STREET,,Queens,,JAMAICA,ROCKAWAY BLVD NEIGHBORHOOD SENIOR CENTER,7186575075.0,,NY,US,,11433,2018-03-02,1,,,,,123-10,143 STREET,0,,,
438,580,1579,4207,4542,5044,125,492,623,DFTA,DFTA,,CT112520171400753,902793.0,2016-07-01,2018-11-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,SENIOR CENTER,43501,4102120033,4457492,412,27,40.7061929993,-73.7891362044,QN61,444,,92-33 170 STREET,,Queens,,JAMAICA,JSPOA FRIENDSHIP NEIGHBORHOOD SENIOR CTR,7186575075.0,,NY,US,,11433,2018-03-02,1,,,,,92-33,170 STREET,0,,,
439,580,1579,4208,4543,5045,125,493,624,DFTA,DFTA,,CT112520171400755,2276398.0,2016-07-01,2018-11-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,SENIOR CENTER,42Q01,4101550029,4216225,412,27,40.7044563248,-73.7941081282,QN61,444,,92-47 165 STREET,,Queens,,JAMAICA,JSPOA THEODORA JACKSON NSC,7186576618.0,,NY,US,,11433,2018-03-02,1,,,,,92-47,165 STREET,0,,,
440,580,1580,4209,4544,5046,125,494,625,DFTA,DFTA,,CT112520181402151,1477500.0,2017-07-01,2020-06-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,TRANSPORTATION ONLY,46201,4101550029,4216225,412,27,40.7044563248,-73.7941081282,QN61,444,,92-47 165 STREET,,Queens,,JAMAICA,JSPOA TRANSPORTATION PROGRAM,7186576500.0,,NY,US,,11433,2018-03-02,1,,,,,92-47,165 STREET,0,,,
441,580,1581,4210,4545,5047,125,495,626,DFTA,DFTA,,CT112520171400755,2276398.0,2016-07-01,2018-11-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,SENIOR CENTER AFFILIATED SITE,42Q02,4098040026,4538974,412,27,40.708583551,-73.7905605923,QN61,462,,90-21 170 STREET,,Queens,,JAMAICA,INTERNATIONAL TOWERS SOCIAL CLUB,7186575075.0,,NY,US,,11432,2018-03-02,1,,,,,90-21,170 STREET,0,,,
442,580,1581,4211,4546,5048,125,495,627,DFTA,DFTA,,CT112520171400755,2276398.0,2016-07-01,2018-11-30,FY2018,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,51-0204121,SENIOR CENTER AFFILIATED SITE,42Q03,4097610036,4208882,412,24,40.7065703174,-73.7990609725,QN61,44601,,89-09 162 STREET,,Queens,,JAMAICA,SHELTON HOUSE SOCIAL CLUB,7186575454.0,,NY,US,,11433,2018-03-02,1,,,,,89-09,162 STREET,0,,,
