,id,title,description,street,city,state,postal_code,lat,lng,phone,fax,email,website,logo_id,path,start_time,end_time,marker_id,description_2,days,time_per_day,store_id,start_time_0,end_time_0,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,start_time_4,end_time_4,start_time_5,end_time_5,start_time_6,end_time_6,categories
89,417,Calvary's Mission,Tony Singh,102-16 89th Avenue,Richmond Hill,NY,11418,40.693167,-73.84402,646-427-0956,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 9:00AM-10:00AM,,0,,,,,,,,,,,,,,,,64
90,732,CAMBA ,,21 SNYDER AVENUE,Brooklyn ,NY,11226,40.6486742,-73.957286,718-826-2223 ,,,,46,snap_logo.png,,,44,Mon-Fri  9:00AM-5:00PM,,0,,,,,,,,,,,,,,,,66
91,206,CAMBA Food Pantry,Lucila Santana,21 Snyder Avenue,Brooklyn,NY,11226,40.650466,-73.958055,718-282-3082,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 10:00AM-1:00PM|-      -|Thu: 10:00AM-1:00PM|-      -|Sat: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
92,598,Cathedral Community Cares,Thomas Perry,1047 Amsterdam Avenue,Manhattan,NY,10025,40.8038209,-73.963206,212-316-7583,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 10:00AM-11:30AM|-      -|Sun: 12:30PM-2:30PM,,0,,,,,,,,,,,,,,,,65
93,254,Cathedral of Joy CDC,Rev. Norma Canty,43 George Street,Brooklyn,NY,11206,40.7012519,-73.931652,718-809-4965,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 9:00AM-11:30AM|-      -|Thu: 9:00AM-11:30AM,,0,,,,,,,,,,,,,,,,64
94,647,Cathedral of Joy CDC,Julio Diaz,43 George Street,Brooklyn,NY,11206,40.7012519,-73.931652,718-213-6957,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 9:00AM-10:30AM|-      -|Tue: 12:00PM-1:30PM,,0,,,,,,,,,,,,,,,,65
95,162,CCNS-BFFY @ Our Lady of Solace,Jennifer Smith,2866 West 17th Street,Brooklyn,NY,11224,40.5774139,-73.984958,718-718-9790 ext. 8025,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:00AM-1:30PM,,0,,,,,,,,,,,,,,,,64
96,58,CCNS-Brooklyn West Family Center,Jennifer Smith,191 Joralemon Street,Brooklyn,NY,11201,40.692675,-73.991738,718-726-9790 ext. 8025,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:30AM-12:00PM|-      -|Thu: 1:30PM-3:00PM,,0,,,,,,,,,,,,,,,,64
97,51,CCNS-Our Lady of Angels Human Services,Jennifer Smith,336 73rd Street,Brooklyn,NY,11209,40.632559,-74.026201,718-726-9790 ext. 8025,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 9:30AM-12:00PM|-      -|Wed: 1:30PM-3:00PM,,0,,,,,,,,,,,,,,,,64
98,258,CCNS-Our Lady of Miracles-Canarsie Cluster Center,Maureen Benjamin,757 East 86th Street,Brooklyn,NY,11236,40.6394049,-73.909987,347-400-7141,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-11:30AM,,0,,,,,,,,,,,,,,,,64
99,472,CCNS-Riverdale Osborne,Jennifer Smith,440 Watkins street,Brooklyn,NY,11212,40.661605,-73.905821,718-726-9790 ext. 8025,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 9:30AM-1:30PM,,0,,,,,,,,,,,,,,,,64
100,388,CCNS-St John's Food Pantry,Jennifer Smith,333 Hart Street,Brooklyn,NY,11206,40.6945229,-73.937217,718-722-6001,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 8:30AM-12:00PM,,0,,,,,,,,,,,,,,,,64
101,312,CCNS-St. Marks,Jennifer Smith,2609 East 19th Street,Brooklyn,NY,11235,40.588106,-73.950443,718-722-6001,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:30AM-11:30AM,,0,,,,,,,,,,,,,,,,64
102,123,CCNS-St. Michael's Church,Jennifer Smith,136-76 41st Avenue,Flushing,NY,11355,40.7593469,-73.825918,718-961-0295,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 10:00AM-12:00PM|-      -|Thu: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
103,558,Center of Hope International,Telisha Taylor,38-49 12th Street,Long Island City,NY,11101,40.744292,-73.944569,718-784-4673,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 12:00PM-3:00PM|-      -|Wed: 11:00AM-2:00PM|-      -|Thu: 12:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
104,586,Central Synagogue Caring Community,Robert Alexander,123 East 55th Street,Manhattan,NY,10022,40.7598709,-73.970569,(212) 838-5122 x4270,,,,28,58ab42aa3f633_kitchen.png,,,44,Fri: 6:30AM-7:30AM,,0,,,,,,,,,,,,,,,,65
105,192,Chambers Memorial Baptist Church,Swann Streety,219 East 123rd Street,Manhattan,NY,10035,40.8023049,-73.936464,917-822-6429,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 10:00AM-3:00PM|-      -|Thu: 10:00AM-3:00PM,,0,,,,,,,,,,,,,,,,64
106,207,Chance for Children,Sister Lillian  Burley,11 Mckeever Place,Brooklyn,NY,11225,40.6658469,-73.958673,347-616-3228,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 9:30AM-2:00PM,,0,,,,,,,,,,,,,,,,64
107,165,Child Development Support Corp.,Mireille Massac,352-358 Classon Avenue,Brooklyn,NY,11238,40.688307,-73.959922,917-204-0276,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
108,541,Christ Abundant Life Ministries,Antoine Jones,121 Grandview Avenue,Staten Island,NY,10303,40.636424,-74.165054,718-273-0372,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 6:00PM-7:00PM,,0,,,,,,,,,,,,,,,,64
109,65,Christ and St. Stephen's Food Pantry,Judith Phillips,120 West 69th Street,Manhattan,NY,10023,40.7757739,-73.980981,212-787-2755,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:30AM-10:30AM|-      -|Tue: 9:30AM-10:30AM|-      -|Wed: 9:30AM-10:30AM|-      -|Thu: 9:30AM-10:30AM|-      -|Fri: 9:30AM-10:30AM,,0,,,,,,,,,,,,,,,,64
110,515,Christ Apostolic Church Goke Food Pantry,Babatunde Adebiyi,622 Cortelyou Road,Brooklyn,NY,11218,40.638587,-73.972289,516-263-4218,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 6:30PM-7:30PM|-      -|Sat: 11:00AM-2:00PM,,0,,,,,,,,,,,,,,,,64
111,440,Christ Apostolic Church WOSEM,Reverand Joseph Famuyide,442 East 183rd Street,Bronx,NY,10458,40.855642,-73.894147,516-330-1146,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 6:30PM-8:30PM,,0,,,,,,,,,,,,,,,,64
112,525,Christ Church International Joseph's House,Anthony Lavalle,122-20 Merrill Street,Jamaica,NY,11434,40.683717,-73.77123,917-861-5087,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
113,587,Christ Church United Methodist,Rosann Degenaro,520 Park Avenue,Manhattan,NY,10065,40.7637489,-73.969368,212-838-3036,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 4:30PM-6:30PM,,0,,,,,,,,,,,,,,,,65
114,466,Christ Disciples International Ministries,Emaeyak Ekanem,3021-33 Webster Avenue,Bronx,NY,10467,40.8696649,-73.879523,718-994-5422,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 8:00AM-10:00AM|-      -|Wed: 10:30AM-1:00PM|-      -|Sat: 10:30AM-1:00PM,,0,,,,,,,,,,,,,,,,64
115,426,Christ Is The Answer Full Gospel Ministry Inc.,Charlene Jennings,198-17 Hollis Avenue,St. Albans,NY,11412,40.7061789,-73.757955,718-749-8768,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
116,287,Christ Jesus Baptist Church,Yolanda Lewi,1812 White Plains Rd,Bronx,NY,10462,40.8470149,-73.881692,347-388-5992,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 12:00PM-1:30PM,,0,,,,,,,,,,,,,,,,64
117,513,Christ Temple of the Apostolic Faith,Loria Frizzell,13-17 W 128th Street,Manhattan,NY,10027,40.808553,-73.941308,917-916-3040,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 2:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
118,430,Christ The Rock International,Georgia Farward ,1221 Bedford Avenue,Brooklyn,NY,11216,40.675339,-73.881227,718-348-7414,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 5:00PM-6:00PM,,0,,,,,,,,,,,,,,,,64
119,464,Christian Church of Canarsie,Reverand Francis Nicholson,602 East 89th Street,Brooklyn,NY,11236,40.642598,-73.909931,929-307-7991,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
120,372,Christian Crossroads,Carl Joseph,130 Watkins Street,Brooklyn,NY,11212,40.6697419,-73.907922,718-566-7300,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
121,361,Christian Cultural Center,Jill Smith,716 Chester Street,Brooklyn,NY,11212,40.6537319,-73.907634,718-306-1000,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
122,368,Christian Fellowship Life Center,Elizabeth Smalls,132 Carlton Ave,Brooklyn,NY,11201,40.693944,-73.981667,718-314-1165,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 2:00PM-6:00PM,,0,,,,,,,,,,,,,,,,64
123,131,Christian Fellowship SDA Community Svcs FP,Glennis Peters ,777-779 Schenectady Avenue,Brooklyn,NY,11203,40.6543899,-73.933492,718-941-6382,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 10:30AM-12:30PM,,0,,,,,,,,,,,,,,,,64
124,577,Christian Fellowship SDA Community Svcs- S.K.,Lucille Walters,777-779 Schenectady Avenue,Brooklyn,NY,11203,40.6543899,-73.933492,718-469-2050,,,,28,58ab42aa3f633_kitchen.png,,,44,Mon: 5:00PM-6:00PM|-      -|Tue: 5:00PM-6:00PM|-      -|Wed: 5:00PM-6:00PM,,0,,,,,,,,,,,,,,,,65
125,178,Christian Pentecostal Church,Reverend John Rocco Carlo,910 Richmond Road,Staten Island,NY,10304,40.6046869,-74.092483,718-273-5850,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 6:00PM-8:00PM|-      -|Wed: 6:00PM-7:30PM,,0,,,,,,,,,,,,,,,,64
126,307,Christina Home Care Food Pantry,Christine Persaud,120-13 Liberty Ave,Jamaica,NY,11419,40.688766,-73.82304,718-480-1422,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 2:00PM-5:00PM,,0,,,,,,,,,,,,,,,,64
127,228,Church of God Feeding Hungry,May Walker,836 Classon Avenue,Brooklyn,NY,11238,40.672325,-73.961022,718-783-6024,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 11:30AM-1:30PM,,0,,,,,,,,,,,,,,,,64
128,242,Church of God in Christ,Desmond Best,627-29 Remsen Avenue,Brooklyn,NY,11236,40.6512469,-73.918189,718-346-4897,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 1:00PM-2:30PM,,0,,,,,,,,,,,,,,,,64
129,335,Church of God Inc.,Sheila Beaujour,1011 Winthrop Street,Brooklyn,NY,11212,40.660127,-73.926002,718-826-0685,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 2:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
130,350,Church of God of Prophecy,Sonia Thomas,71 Malta Street,Brooklyn,NY,11207,40.659035,-73.895137,718-649-5533,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 5:00PM-7:00PM,,0,,,,,,,,,,,,,,,,64
131,664,Church of God of Prophecy,Sonia Thomas,71 Malta Street,Brooklyn,NY,11207,40.659035,-73.895137,718-649-5533,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 5:00PM-7:00PM,,0,,,,,,,,,,,,,,,,65
132,567,Church of God of Salvation,Vivian Lazard,1615 Nostrand Avenue,Brooklyn,NY,11226,40.646644,-73.949102,347-984-3350,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 9:00AM-11:00AM|-      -|Thu: 9:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
133,418,Church of God Seventh Day Pentecostal,Lael Tikili,922 St Marks Avenue,Brooklyn,NY,11213,40.6746699,-73.941529,718-221-9718,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 5:00PM-6:30PM,,0,,,,,,,,,,,,,,,,64
134,142,CHURCH OF NOTRE DAME,Mary Massimo,405 WEST 114TH STREET,Manhattan,NY,10025,40.8049359,-73.960571,212-866-1500,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 2:00PM-4:00PM,,0,,,,,,,,,,,,,,,,64
135,499,Church of Praise and Worship God in Christ,Lorna Harrigan,526 Ralph Avenue,Brooklyn,NY,11233,40.67139,-73.922376,347-462-5679,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 12:30PM-2:30PM,,0,,,,,,,,,,,,,,,,64
136,414,Church of St. Frances of Rome,Lorrin Johnson,760 Whitehall Place,Bronx,NY,10466,40.8951229,-73.85306,718-324-5340,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 8:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
137,404,Church of St. Mark,Beverly Smith-Hutson,1417 Union Street,Brooklyn,NY,11213,40.6686029,-73.944575,718-756-6607,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 5:00PM-7:30PM,,0,,,,,,,,,,,,,,,,64
138,698,Church of St. Paul the Apostle,Kathleen Zirnhelt,405 West 59th Street,Manhattan,NY,10019,40.769334,-73.984966,212-265-3495,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 11:30AM-12:30PM|-      -|Thu: 11:30AM-12:30PM,,0,,,,,,,,,,,,,,,,65
139,215,Church of St. Paul the Apostle Pantry,Kathleen Zirnhelt,405 West 59th Street,Manhattan,NY,10019,40.769334,-73.984966,212-265-3495,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-12:30PM,,0,,,,,,,,,,,,,,,,64
140,66,Church of the Annunciation,Kelvin Morillo,88 Convent Avenue,Manhattan,NY,10027,40.816324,-73.952836,917-573-6633,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 10:30AM-11:30AM,,0,,,,,,,,,,,,,,,,64
141,167,Church of the Crucifixion,Christina Neptune,459 West 149th Street,Manhattan,NY,10031,40.827353,-73.944652,718-227-8480,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 1:00PM-2:00PM,,0,,,,,,,,,,,,,,,,64
142,588,Church of the Epiphany,Laura Noggle,1393 York Avenue,Manhattan,NY,10021,40.7683499,-73.952697,212-737-2720,,,,28,58ab42aa3f633_kitchen.png,,,44,Wed: 6:45PM-8:15PM,,0,,,,,,,,,,,,,,,,65
143,462,Church of the Holy Spirit,Jennifer Smith,1712 45th Street,Brooklyn,NY,11204,40.631531,-73.980359,718-722-60011,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 9:00AM-10:30AM,,0,,,,,,,,,,,,,,,,64
144,103,Church of the Incarnation,Deacon Francois Innocent,89-28 207th Street,Queens Village,NY,11427,40.7195529,-73.757192,718-465-8534,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 1:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
145,257,Church of the Living God,Lynette Tuitt,212 Schenectady Avenue,Brooklyn,NY,11213,40.6720639,-73.933617,646-573-0022 ,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 8:30AM-12:30PM,,0,257,,,,,,,,,,,,,,,64
146,549,"Cienfuegos Foundation, Inc.",Bethania Perkins ,3117 21st Street,Long Island City,NY,11106,40.766939,-73.930156,646-808-4361,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 11:00AM-2:00PM,,0,,,,,,,,,,,,,,,,64
147,272,City of Faith Church of God,Mavis Dehaney,3453 White Plains Road,Bronx,NY,10467,40.876244,-73.866999,718-798-3052,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 1:00PM-2:30PM,,0,,,,,,,,,,,,,,,,64
148,506,Co-Op City Seventh Day Adventist Church,Gleneta Salmon,1010 Baychester Avenue,Bronx,NY,10475,40.880197,-73.831787,646-851-8591,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 5:30PM-7:00PM,,0,,,,,,,,,,,,,,,,64
149,36,"Come World Ministries, Inc.",Barbara White,1034 Prospect Avenue,Bronx,NY,10459,40.824288,-73.899669,718-617-3744,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 9:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
150,575,"Come World Ministries, Inc.",Barbara White,1034 Prospect Avenue,Bronx,NY,10459,40.824288,-73.899669,718-617-3744,,,,28,58ab42aa3f633_kitchen.png,,,44,Sat: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
151,507,Community Alliance Initiative,Lynn Pham,60-85 Myrtle Avenue,Ridgewood,NY,11385,40.701943,-73.880861,718-305-4888,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-4:00PM|-      -|Thu: 10:00AM-4:00PM|-      -|Fri: 10:00AM-4:00PM,,0,,,,,,,,,,,,,,,,64
152,488,Community Church of the Nazarene,Sheila Johnson,1414 Central Avenue,Far Rockaway,NY,11691,40.606392,-73.750544,718-327-5242,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 12:30PM-3:30PM|-      -|Sat: 12:30PM-3:30PM,,0,,,,,,,,,,,,,,,,64
153,407,Community Health Action of Staten Island Inc.,George Barreto,2134 Richmond Terrace,Staten Island,NY,10302,40.640278,-74.134169,718-808-1840,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 10:00AM-4:00PM|-      -|Fri: 2:00PM-8:00PM|-      -|Sat: 10:00AM-4:00PM,,0,,,,,,,,,,,,,,,,64
154,69,Community Impact Food Pantry,Ricardo Bustamante,616 West 114th Street,Manhattan,NY,10025,40.807065,-73.965791,212-854-6310,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 12:30PM-2:00PM|-      -|Thu: 12:30PM-2:00PM,,0,,,,,,,,,,,,,,,,64
155,608,Community Impact Soup Kitchen,Derrick Berg,616 West 114th Street,Manhattan,NY,10025,40.807065,-73.965791,212-854-6310,,,,28,58ab42aa3f633_kitchen.png,,,44,Fri: 12:15PM-1:15PM,,0,,,,,,,,,,,,,,,,65
156,582,Community Kitchen and Food Pantry (Kitchen),Sheree Quiles,252 West 116th Street,Manhattan,NY,10026,40.8041649,-73.954853,212-566-7855 x6104,,,,28,58ab42aa3f633_kitchen.png,,,44,"Soup Kitchen:
Mon: 4:30PM-6:00PM|-      -|Tue: 4:30PM-6:00PM|-      -|Wed: 4:30PM-6:00PM|-      -|Thu: 4:30PM-6:00PM|-      -|Fri: 4:30PM-6:00PM


The Supper Klub:  (Meal for children, teens, and families)
Mon: 3:30PM-4:40PM|-      -|Tue: 3:30PM-4:30PM|-      -|Wed: 3:30PM-4:30PM|-      -|Thu: 3:30PM-4:30PM|-      -|Fri: 3:30PM-4:30PM",,0,582,,,,,,,,,,,,,,,65
157,383,Community Kitchen and Food Pantry (Pantry),Sheree Quiles,252 West 116th Street,Manhattan,NY,10026,40.8041649,-73.954853,212-566-7855 x6104,,,,27,58ab4127e452b_pantry_logo2.png,,,44,"Pantry client hours 
-|Tue: 11:00AM-3:30PM|-      -|Wed: 1:00PM-8:00PM|-      -|Thu: 11:00AM-3:30PM|-      -|Sat: 11:00AM-2:00PM|-         

Pantry Registration hours - -|
Mon: 3:30AM-5:00PM|-      -|Tues: 3:30AM-5:00PM|--|Wed: 11:00AM-1:00PM|-      -|Thu: 3:30AM-5:00PM|-       -|Fri: 3:30AM-5:00PM|-       -|Sat: 10:00AM-11:00PM|-",,0,383,,,,,,,,,,,,,,,64
158,7,Community Kitchen and Food Pantry of West Harlem,Sheree Quiles,252 West 116th Street,Manhattan,NY,10026,40.8041649,-73.954853,212-566-7855 x6104,,,,24,58ab38bc2da61_senior_logo.png,,,44,Mon: 9:00AM-10:00AM|-      -|Mon: 2:00PM-3:00PM|-      -|Tue: 9:00AM-10:00AM|-      -|Tue: 2:00PM-3:00PM|-      -|Wed: 9:00AM-10:00AM|-      -|Wed: 2:00PM-3:00PM|-      -|Thu: 9:00AM-10:00AM|-      -|Thu: 2:00PM-3:00PM|-      -|Fri: 9:00AM-10:00AM|-      -|Fri: 2:00PM-3:00PM,,0,,,,,,,,,,,,,,,,63
159,136,Community League of the Heights,Connie Santana,508 West 159th Street,Manhattan,NY,10032,40.8343649,-73.941801,212-795-4779,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 9:00AM-11:00AM|-      -|Sat: 9:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
160,733,Community Services Center Greater Williamsburg ,,263 CLASSON AVENUE ,Brooklyn ,NY,11205,40.6918565,-73.9605067,718-865-8278 ext. 101,,,,46,snap_logo.png,,,44,Mon-Thu 10:00AM-4:30PM,,0,,,,,,,,,,,,,,,,66
161,356,Community Services Housing Development Corp.,Albion Liburd,547 Howard Avenue,Brooklyn,NY,11233,40.668931,-73.920052,718-568-4950,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
162,617,Congregation Bnai Jeshurun,Larissa Wohl,257 West 88th Street,Manhattan,NY,10024,40.789957,-73.976291,212-799-1808,,,,28,58ab42aa3f633_kitchen.png,,,44,Thu: 12:00PM-1:00PM,,0,,,,,,,,,,,,,,,,65
163,794,Congregation Bnai Jeshurun,Larissa Wohl,257 West 88th Street,Manhattan,NY,10024,40.789957,-73.976291,212-799-1808,,,,49,kosher_logo.png,,,44,Thu: 12:00PM-1:00PM,,0,,,,,,,,,,,,,,,,67
164,68,Convent Avenue Baptist Church,Arthurean Evans,425 West 144th Street,Manhattan,NY,10031,40.8238449,-73.946304,646-698-5102,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:00AM-12:00PM|-      -|Thu: 9:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
165,42,Cornerstone Baptist Food Pantry,Diana Little,562-574 Madison Street,Brooklyn,NY,11221,40.686711,-73.935294,347-221-1801,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
166,222,Cornerstone SDA Church,Merle Antoine,138 Pennsylvania Avenue,Brooklyn,NY,11207,40.674624,-73.896604,718-453-5589,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
167,641,Cornerstone SDA Church,Merle Antoine ,138 Pennsylvania Avenue,Brooklyn,NY,11207,40.674624,-73.896604,718-942-7606,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,65
168,104,Corona SDA Church,Speedie Plummer,35-30 103rd Street,Corona,NY,11368,40.750945,-73.863236,718-651-4535,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
169,602,Corona SDA Church,Speedie Plummer,35-30 103rd Street,Corona,NY,11368,40.750945,-73.863236,917-806-1316,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
170,105,Corpus Christi Food Pantry,Sharon Callaghan,31-31 60th Street,Woodside,NY,11377,40.748865,-73.902935,718-721-2774,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
171,517,Council of Aid for Central Asian Jews,Moisey Binchkauska,75-02 113th Street,Forest Hills,NY,11375,40.7200169,-73.836329,917-518-0904,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sun: 11:00AM-3:00PM|-      -|Thu: 11:00AM-3:00PM,,0,,,,,,,,,,,,,,,,64
172,126,Council of Jewish Organizations of Staten Island,stacey Lee,984 Post Avenue,Staten Island,NY,10302,40.632471,-74.133527,718-720-4047 ext 103,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 9:00AM-12:30PM|-      -|Thu: 9:00AM-12:30PM,,0,,,,,,,,,,,,,,,,64
173,758,Council of Jewish Organizations of Staten Island,stacey Lee,984 Post Avenue,Staten Island,NY,10302,40.632471,-74.133527,718-720-4047 ext 103,,,,47,kosher_logo.png,,,44,Tue: 9:00AM-12:30PM Thu: 9:00AM-12:30PM,,0,,,,,,,,,,,,,,,,67
174,164,Creston Avenue Baptist Church,Kamisha Williams,114 East 188th Street,Bronx,NY,10468,40.8619739,-73.899158,718-367-1754,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 12:00PM-2:00PM|-      -|Wed: 12:00PM-2:00PM|-      -|Fri: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,64
175,624,Creston Avenue Baptist Church,Kamisha Williams,114 East 188th Street,Bronx,NY,10468,40.8619739,-73.899158,347-820-6114,,,,28,58ab42aa3f633_kitchen.png,,,44,Sat: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
176,289,Crossover Baptist Church Comm. Outreach Help Cntr.,Curtis Lloyd,85-12 101st Avenue ,Ozone Park,NY,11416,40.691892,-73.940028,718-971-4953,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 9:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
177,593,Crossroads Community Services,Jeremy Shaffer,108 East 51st Street,Manhattan,NY,10022,40.7575429,-73.972961,646-206-0699,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 7:00AM-8:00AM|-      -|Mon: 7:00AM-8:00AM,,0,,,,,,,,,,,,,,,,65
178,88,Crossroads Community Services Inc.,David Sanders,108 East 51st Street,Manhattan,NY,10022,40.7575429,-73.972961,212-378-0234,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 8:00AM-12:00PM,,0,88,,,,,,,,,,,,,,,64
179,419,Crown Heights Community Outreach Center,Angella Auguste,467 Rutland Road,Brooklyn,NY,11203,40.659761,-73.944826,718-493-5049,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 4:00PM-7:00PM,,0,,,,,,,,,,,,,,,,64
180,43,Crown Heights Jewish Community Council,Bella Vilenkin,899 Montgomery Street,Brooklyn,NY,11213,40.664594,-73.935711,718-771-9000 x7701,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 1:30PM-3:00PM,,0,,,,,,,,,,,,,,,,64
181,754,Crown Heights Jewish Community Council,Bella Vilenkin,899 Montgomery Street,Brooklyn,NY,11213,40.664594,-73.935711,718-771-9000 x7701,,,,47,kosher_logo.png,,,44,Wed: 1:30PM-3:00PM,,0,,,,,,,,,,,,,,,,67
